Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
405,60,5,0,10364,2,0,2,3,3,3,3,8,1,1,3,4,6,5,1995,1996,2,2,8,8,1,0,2,2,3,4,3,1,1,0,1,0,806,806,4,3,1,2,806,766,0,1572,0,0,2,1,3,1,2,7,7,1,3,3,1995,3,2,373,3,3,2,0,40,0,0,0,0,0,0,0,0,5,2007,9,5,168000
406,20,5,0,9991,2,0,2,3,3,2,3,19,2,1,3,3,4,4,1976,1993,2,2,10,10,1,0,2,2,2,3,3,1,4,1116,1,0,165,1281,4,4,1,2,1620,0,0,1620,1,0,2,0,3,1,2,8,6,1,3,5,1993,1,2,490,3,3,2,120,78,0,0,0,0,0,2,0,0,6,2009,9,5,150000
407,50,5,51,10480,2,0,3,3,3,3,3,18,1,1,3,2,6,5,1936,1950,2,2,8,8,1,0,2,2,1,3,3,1,1,0,1,0,1064,1064,4,4,1,3,1166,0,473,1639,0,0,1,0,3,1,2,6,2,0,0,1,1936,1,1,240,3,3,2,0,0,0,0,0,0,0,0,0,0,3,2008,9,5,115000
408,70,5,63,15576,2,0,3,3,3,3,3,6,1,1,3,4,6,7,1915,1976,2,2,15,10,1,0,2,2,1,4,3,1,1,0,1,0,840,840,4,4,1,2,840,840,0,1680,0,0,2,0,4,1,2,8,7,0,0,5,1960,1,1,308,3,3,2,0,0,160,0,0,0,0,0,0,0,3,2008,9,5,177000
409,60,5,109,14154,2,0,3,3,3,2,3,15,1,1,3,4,7,5,2006,2006,2,2,14,14,3,350,3,2,3,5,4,1,1,0,1,0,1063,1063,4,4,1,2,1071,1101,0,2172,0,0,2,1,3,1,3,9,7,1,4,5,2006,2,3,947,3,3,2,192,62,0,0,0,0,0,0,0,0,8,2007,6,1,280000
410,60,2,85,10800,2,0,3,3,3,3,3,21,1,1,3,4,8,5,2007,2008,2,2,14,14,5,100,3,2,3,5,3,1,6,789,1,0,245,1034,4,4,1,2,1050,1028,0,2078,1,0,2,1,3,1,4,8,7,1,4,5,2008,3,3,836,3,3,2,0,102,0,0,0,0,0,0,0,0,4,2008,6,1,339750
411,20,5,68,9571,2,0,3,3,3,3,3,7,1,1,3,3,5,3,1958,1958,2,2,2,2,1,0,2,1,2,3,2,1,1,0,1,0,1276,1276,4,2,1,3,1276,0,0,1276,0,0,1,0,3,1,2,5,4,0,0,5,1958,1,1,350,3,3,2,0,0,0,0,0,0,0,0,0,0,6,2009,5,0,60000
412,190,5,100,34650,2,0,3,2,3,3,3,8,1,1,2,3,5,5,1955,1955,4,2,15,15,1,0,2,2,2,3,3,2,3,1056,1,0,0,1056,4,2,0,2,1056,0,0,1056,1,0,1,0,3,1,2,5,7,0,0,5,1955,3,2,572,3,3,2,264,0,0,0,0,0,0,0,0,0,1,2006,9,5,145000
413,20,2,0,4403,2,0,1,3,3,3,3,21,1,1,3,3,7,5,2009,2009,2,2,8,8,5,432,4,2,3,5,3,3,6,578,1,0,892,1470,4,4,1,2,1478,0,0,1478,1,0,2,1,2,1,3,7,7,1,4,5,2009,3,2,484,3,3,2,0,144,0,0,0,0,0,0,0,0,6,2010,6,1,222000
414,30,7,56,8960,2,1,3,3,3,3,3,17,3,1,3,3,5,6,1927,1950,2,2,16,16,1,0,2,2,2,3,3,1,1,0,1,0,1008,1008,4,3,1,3,1028,0,0,1028,0,0,1,0,2,1,2,5,7,1,4,1,1927,1,2,360,3,3,2,0,0,130,0,0,0,0,0,0,0,3,2010,9,5,115000
415,60,5,59,11228,2,0,1,3,3,1,3,20,1,1,3,4,7,5,1993,1993,2,2,14,14,1,0,3,2,3,4,3,1,4,50,6,531,499,1080,4,4,1,2,1080,1017,0,2097,0,1,2,1,3,1,3,9,7,1,3,5,1993,1,3,678,3,3,2,196,187,0,0,0,0,0,0,0,0,12,2008,9,5,228000
416,20,5,73,8899,2,0,2,3,3,3,3,8,1,1,3,3,7,5,2007,2007,2,2,14,14,1,0,3,2,3,4,3,3,6,24,1,0,1316,1340,4,4,1,2,1340,0,0,1340,0,0,2,0,3,1,3,6,7,0,0,5,2007,3,2,396,3,3,2,100,30,0,0,0,0,0,0,0,0,8,2007,6,1,181134
417,60,5,74,7844,2,0,3,3,3,3,3,19,1,1,3,4,6,7,1978,1978,4,2,6,6,3,203,2,2,2,3,3,1,5,209,1,0,463,672,4,2,1,2,672,728,0,1400,0,0,1,1,3,1,2,6,7,1,3,5,1978,3,2,440,3,3,2,0,0,0,0,0,0,0,0,0,0,3,2006,9,5,149500
418,70,5,86,22420,2,0,2,3,3,3,3,6,2,1,3,4,6,6,1918,1950,4,2,15,13,1,0,2,2,1,4,3,1,4,1128,1,0,242,1370,3,2,0,3,1370,1254,0,2624,1,0,2,1,4,1,2,10,7,1,4,1,1918,1,3,864,3,3,0,0,0,0,0,0,0,0,0,0,0,11,2007,9,5,239000
419,50,5,60,8160,2,0,3,3,3,3,3,7,1,1,3,2,5,6,1940,1950,2,2,8,8,1,0,2,2,1,3,3,1,5,312,1,0,444,756,4,1,0,4,756,378,0,1134,1,0,1,1,3,1,2,7,7,0,0,1,1940,1,1,240,3,3,1,0,0,0,0,0,0,0,0,0,0,4,2007,9,4,126000
420,20,5,65,8450,2,0,3,3,3,3,3,12,1,1,3,3,5,6,1968,1968,2,2,14,14,1,0,2,2,2,3,3,1,4,775,1,0,281,1056,4,4,1,2,1056,0,0,1056,1,0,1,0,3,1,2,6,7,1,2,5,1968,1,1,304,3,3,2,0,85,184,0,0,0,0,0,0,0,7,2010,9,5,142000
421,90,7,78,7060,2,0,3,3,3,3,3,11,1,1,1,6,7,5,1997,1998,2,2,14,14,3,200,2,3,3,4,4,4,6,1309,1,0,35,1344,4,4,1,2,1344,0,0,1344,2,0,2,0,2,2,2,8,7,0,0,5,1997,3,4,784,3,3,2,0,0,0,0,0,0,0,0,0,0,11,2008,9,3,206300
422,20,5,0,16635,2,0,2,3,3,4,3,16,1,1,3,3,6,7,1977,2000,2,2,5,5,5,126,3,2,2,4,3,1,5,1246,1,0,356,1602,4,3,1,2,1602,0,0,1602,0,1,2,0,3,1,3,8,7,1,3,5,1977,3,2,529,3,3,2,240,0,0,0,0,0,0,0,0,0,6,2009,9,5,215000
423,20,5,100,21750,2,0,3,1,3,3,2,11,3,1,3,3,5,5,1954,1954,4,2,6,6,1,0,2,2,2,3,3,1,1,0,1,0,988,988,4,4,1,3,988,0,0,988,0,0,1,0,2,1,2,4,7,0,0,5,1954,2,2,520,3,3,0,0,0,0,0,0,0,0,0,0,0,2,2008,9,5,113000
424,60,5,80,9200,2,0,3,3,3,3,3,13,1,1,3,4,8,5,1998,1998,2,2,14,14,3,473,3,2,3,4,3,1,6,986,1,0,484,1470,4,3,1,2,1470,1160,0,2630,1,0,2,1,4,1,3,8,7,1,3,5,1998,3,3,696,3,3,2,0,66,0,0,0,0,0,0,0,0,6,2008,9,5,315000
425,20,5,72,9000,2,0,3,3,3,3,3,12,1,1,3,3,6,5,1956,1956,2,2,15,15,3,74,2,2,2,4,3,1,2,616,1,0,580,1196,4,3,1,3,1196,0,0,1196,1,0,1,0,2,1,2,6,7,1,4,5,1956,2,1,297,3,3,2,0,44,0,0,0,0,0,0,0,0,5,2008,9,5,139000
426,60,7,60,3378,2,1,3,1,3,3,3,17,1,1,3,4,7,8,1946,1992,2,2,6,6,1,0,2,3,2,3,3,1,1,0,1,0,651,651,4,3,1,2,707,682,0,1389,0,0,1,1,3,1,2,6,7,2,4,1,1947,1,1,240,3,3,1,0,0,126,0,0,0,0,0,0,0,9,2009,9,5,135000
427,80,5,0,12800,2,0,3,0,3,3,2,20,1,1,3,7,7,5,1989,1989,2,2,15,15,3,145,3,2,3,4,3,4,6,1518,1,0,0,1518,4,3,1,2,1644,0,0,1644,1,1,2,0,2,1,3,5,7,1,3,5,1989,3,2,569,3,3,2,80,0,0,0,396,0,0,0,0,0,8,2009,9,5,275000
428,20,5,77,8593,2,0,2,3,3,3,3,12,1,1,3,3,4,6,1957,1957,4,2,8,8,1,0,2,2,2,3,3,1,3,288,1,0,619,907,4,4,1,2,907,0,0,907,0,0,1,0,3,1,2,5,7,0,0,1,1964,1,1,352,3,3,2,0,0,0,0,0,0,0,0,0,0,7,2008,9,5,109008
429,20,5,64,6762,2,0,3,3,3,3,3,5,1,1,3,3,7,5,2007,2007,2,2,14,14,3,108,3,2,3,4,3,1,6,664,1,0,544,1208,4,4,1,2,1208,0,0,1208,1,0,2,0,2,1,3,6,7,0,0,5,2007,2,2,628,3,3,2,105,54,0,0,0,0,0,0,0,0,9,2007,6,1,195400
430,20,5,130,11457,2,0,2,3,3,2,3,23,1,1,3,3,6,5,1988,1988,2,2,6,6,1,0,2,2,2,4,3,2,6,1005,1,0,387,1392,4,2,1,2,1412,0,0,1412,1,0,2,0,3,1,3,6,7,1,3,5,1988,1,2,576,3,3,2,0,0,169,0,0,0,0,0,0,0,3,2009,9,5,175000
431,160,7,21,1680,2,0,3,3,3,3,3,2,1,1,0,4,6,5,1971,1971,2,2,6,6,3,232,2,2,2,3,3,1,5,387,1,0,96,483,4,2,1,2,483,504,0,987,0,0,1,1,2,1,2,4,7,0,0,1,1971,1,1,264,3,3,2,0,0,0,0,0,0,0,0,0,0,7,2008,5,0,85400
432,50,7,60,5586,2,0,2,2,3,3,3,17,2,1,3,2,6,7,1920,1998,2,2,8,8,1,0,2,2,1,3,3,1,1,0,1,0,901,901,4,3,1,2,1088,110,0,1198,0,0,1,0,4,1,2,7,7,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,3,0,0,9,2008,1,0,79900
433,160,7,24,1920,2,0,3,3,3,3,3,2,1,1,4,4,5,5,1971,1971,2,2,6,6,3,376,2,2,2,3,3,1,5,471,1,0,294,765,4,4,1,2,765,600,0,1365,1,0,1,1,2,1,2,6,6,0,0,1,1971,1,2,440,3,3,2,240,36,0,0,0,0,0,0,0,0,8,2007,9,5,122500
434,60,5,100,10839,2,0,2,3,3,2,3,8,1,1,3,4,6,5,1997,1998,2,2,14,14,1,0,2,2,3,4,3,1,1,0,1,0,926,926,4,4,1,2,926,678,0,1604,0,0,2,1,3,1,2,7,7,1,3,5,1997,3,2,470,3,3,2,0,36,0,0,0,0,0,0,0,0,7,2008,9,5,181000
435,180,7,21,1890,2,0,3,3,3,3,3,10,1,1,0,6,4,7,1972,1972,2,2,5,5,1,0,2,3,2,4,3,3,5,495,1,0,135,630,4,3,1,2,630,0,0,630,1,0,1,0,1,1,2,3,7,0,0,0,0,0,0,0,0,0,2,88,0,0,0,0,0,0,0,0,0,6,2008,9,5,81000
436,60,5,43,10667,2,0,1,3,3,1,3,5,6,1,3,4,7,6,1996,1996,2,2,14,14,1,0,3,2,3,4,3,3,6,385,5,344,70,799,4,4,1,2,827,834,0,1661,1,0,2,1,3,1,3,6,7,1,3,5,1996,2,2,550,3,3,2,158,61,0,0,0,0,0,0,0,0,4,2009,3,5,212000
437,50,7,40,4400,2,0,3,3,3,3,3,17,1,1,3,2,6,8,1920,1950,2,2,13,13,1,0,2,2,1,2,3,1,1,0,1,0,648,648,4,2,1,3,734,384,0,1118,0,0,1,0,2,1,2,6,7,0,0,1,1990,1,2,440,3,3,2,0,0,0,0,0,0,0,0,0,0,10,2006,9,5,116000
438,45,7,50,6000,2,0,3,3,3,3,3,3,1,1,3,1,6,7,1926,2004,2,2,15,15,1,0,3,2,3,3,3,1,1,0,1,0,884,884,4,3,1,2,904,0,0,904,0,0,1,0,2,1,2,4,7,0,0,1,1926,1,1,180,3,3,2,0,0,105,0,0,0,0,0,0,0,1,2009,9,5,119000
439,30,5,40,4280,2,0,3,3,3,3,3,6,1,1,3,3,5,6,1913,2002,2,2,16,13,1,0,2,2,3,3,3,1,2,365,1,0,75,440,4,2,0,2,694,0,0,694,0,0,1,0,2,1,3,4,7,1,4,1,1990,1,1,352,4,3,1,0,0,34,0,0,0,0,3,0,0,3,2007,9,5,90350
440,50,5,67,12354,2,1,3,3,3,2,3,7,1,1,3,2,6,8,1920,2000,2,2,15,15,1,0,2,2,1,3,2,2,1,0,1,0,684,684,4,3,1,2,684,512,0,1196,0,0,1,0,3,1,3,7,7,0,0,1,2005,1,2,528,3,3,2,0,46,0,0,0,0,0,4,2,800,8,2009,2,5,110000
441,20,5,105,15431,2,0,3,3,3,3,3,15,1,1,3,3,10,5,2008,2008,4,2,14,14,5,200,4,2,3,5,3,4,6,1767,5,539,788,3094,4,4,1,2,2402,0,0,2402,1,0,2,0,2,1,4,10,7,2,4,5,2008,3,3,672,3,3,2,0,72,0,0,170,0,0,0,0,0,4,2009,9,5,555000
442,90,5,92,12108,2,0,3,3,3,3,3,7,1,1,1,3,4,4,1955,1955,2,2,14,14,3,270,2,2,2,3,3,1,5,133,1,0,1307,1440,4,2,0,4,1440,0,0,1440,0,0,2,0,4,2,1,8,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,2008,9,5,118000
443,50,7,52,6240,2,0,3,3,3,3,3,3,1,1,3,2,5,7,1930,1992,2,2,8,8,1,0,2,2,3,3,3,1,1,0,1,0,1078,1078,4,2,1,2,1128,445,0,1573,0,0,2,0,3,1,2,8,7,1,4,1,1930,1,2,360,3,3,1,0,0,0,0,0,0,0,0,0,0,6,2008,9,5,162900
444,120,5,53,3922,2,0,3,3,3,3,3,0,1,1,4,3,7,5,2006,2007,2,2,16,16,3,72,3,2,3,5,3,3,1,0,1,0,1258,1258,4,4,1,2,1258,0,0,1258,0,0,2,0,2,1,3,6,7,1,4,5,2007,3,3,648,3,3,2,144,16,0,0,0,0,0,0,0,0,6,2007,6,1,172500
445,60,5,70,8750,2,0,3,3,3,3,3,5,1,1,3,4,7,5,1994,1995,2,2,14,14,1,0,3,3,3,4,3,1,6,642,1,0,273,915,4,4,1,2,933,975,0,1908,1,0,2,1,4,1,3,8,7,1,3,5,1994,1,2,493,3,3,2,144,133,0,0,0,0,0,0,0,0,7,2008,9,5,210000
446,20,5,73,9855,2,0,3,3,3,2,3,7,1,1,3,3,6,5,1956,1956,4,2,15,15,1,0,2,2,2,3,3,1,1,0,1,0,1436,1436,4,1,1,2,1689,0,0,1689,0,0,1,0,3,1,2,7,7,1,4,5,1956,1,2,480,3,3,2,0,0,0,0,0,0,0,3,0,0,11,2009,5,5,127500
447,20,5,137,16492,2,0,2,3,3,2,3,12,7,1,3,3,6,6,1966,2002,2,2,3,10,1,0,3,2,2,3,3,1,5,247,3,713,557,1517,4,4,1,2,1888,0,0,1888,0,0,2,1,2,1,3,6,4,1,4,5,1966,3,2,578,3,3,2,0,0,0,0,0,0,0,0,0,0,6,2010,9,5,190000
448,60,5,0,11214,2,0,2,3,3,2,3,8,1,1,3,4,7,5,1998,1999,2,2,14,14,1,0,3,2,3,4,3,1,1,0,1,0,930,930,4,3,1,2,956,930,0,1886,0,0,2,1,4,1,3,10,7,1,3,5,1998,3,2,431,3,3,2,89,0,0,0,0,0,0,0,0,0,7,2006,9,5,199900
449,50,7,50,8600,2,0,3,2,3,3,3,9,1,1,3,2,6,6,1937,1950,2,2,8,8,1,0,2,2,1,3,3,1,1,0,1,0,780,780,4,2,1,2,780,596,0,1376,0,0,2,0,3,1,2,7,7,1,4,1,1937,1,1,198,3,3,0,0,0,0,0,0,0,0,0,0,0,6,2006,9,5,119500
450,50,7,50,6000,2,0,3,3,3,3,3,17,1,1,3,2,3,7,1948,2002,2,2,8,8,1,0,2,3,2,3,3,1,5,331,1,0,318,649,4,4,1,2,679,504,0,1183,0,0,1,1,2,1,2,6,7,0,0,1,1981,1,1,308,3,3,2,0,176,0,0,0,0,0,0,0,0,6,2007,9,5,120000
451,30,7,70,5684,2,0,3,3,3,3,3,17,1,1,3,3,6,8,1930,2005,4,2,15,15,1,0,2,2,1,3,3,1,1,0,1,0,813,813,4,4,1,3,813,0,0,813,0,0,1,0,2,1,3,5,7,0,0,1,1932,1,1,270,2,2,0,0,113,0,0,0,0,0,0,0,0,6,2006,9,5,110000
452,20,5,62,70761,2,0,2,0,3,3,2,4,1,1,3,3,7,5,1975,1975,2,8,10,10,1,0,2,2,2,4,3,4,5,655,1,0,878,1533,4,2,1,2,1533,0,0,1533,1,0,2,0,2,1,3,5,7,2,3,5,1975,1,2,576,3,3,2,200,54,0,0,0,0,0,0,0,0,12,2006,9,5,280000
453,60,5,0,9303,2,0,2,3,3,2,3,23,1,1,3,4,6,5,1996,1997,4,2,14,14,3,42,3,2,3,5,3,1,5,742,1,0,130,872,4,4,1,2,888,868,0,1756,1,0,2,1,3,1,2,7,7,0,0,5,1996,3,2,422,3,3,2,144,122,0,0,0,0,0,0,0,0,7,2007,9,5,204000
454,60,2,75,9000,2,0,3,3,3,3,3,21,1,1,3,4,8,5,2008,2008,2,2,14,14,1,0,3,2,3,4,3,1,1,0,1,0,768,768,4,4,1,2,786,804,0,1590,0,0,2,1,3,1,3,6,7,0,0,5,2008,2,2,676,3,3,2,0,30,0,0,0,0,0,0,0,0,6,2009,9,5,210000
455,90,5,63,9297,2,0,3,3,3,3,3,11,1,1,1,3,5,5,1976,1976,2,2,10,10,1,0,2,2,2,3,3,1,5,1606,1,0,122,1728,4,2,1,2,1728,0,0,1728,2,0,2,0,4,2,2,8,7,0,0,1,1976,1,2,560,3,3,2,0,0,0,0,0,0,0,0,0,0,7,2006,9,2,188000
456,20,5,80,9600,2,0,3,3,3,3,3,16,1,1,3,3,7,6,1973,1973,4,2,6,6,3,320,2,2,2,3,3,1,5,916,1,0,326,1242,4,1,1,2,1242,0,0,1242,0,0,1,1,3,1,2,6,7,1,3,5,1973,1,2,528,3,3,2,0,0,0,0,0,0,0,0,0,0,9,2007,9,5,175500
457,70,7,34,4571,2,1,3,3,3,3,3,17,1,1,3,4,5,5,1916,1950,2,2,0,0,1,0,2,2,1,3,3,1,1,0,1,0,624,624,4,1,0,2,624,720,0,1344,0,0,1,0,4,1,2,7,7,0,0,1,1916,1,3,513,2,2,2,0,0,96,0,0,0,0,0,0,0,5,2008,5,0,98000
458,20,5,0,53227,2,0,2,0,3,1,2,4,1,1,3,3,4,6,1954,1994,3,6,10,10,1,0,2,2,2,4,3,4,4,1116,1,0,248,1364,4,4,1,2,1663,0,0,1663,1,0,1,0,2,1,3,6,6,2,4,5,1954,3,2,529,3,3,2,224,137,0,0,0,0,0,0,0,0,3,2008,9,5,256000
459,70,7,0,5100,2,1,3,3,3,3,3,17,1,1,3,4,8,7,1925,1996,4,2,13,16,1,0,2,3,3,3,3,1,1,0,1,0,588,588,4,1,1,2,833,833,0,1666,0,0,1,0,3,1,3,7,7,1,4,1,1925,1,1,228,3,3,2,192,63,0,0,0,0,0,3,0,0,6,2008,9,5,161000
460,50,5,0,7015,2,0,2,2,3,2,3,3,1,1,3,2,5,4,1950,1950,2,2,8,8,4,161,2,2,2,3,3,1,2,185,1,0,524,709,4,2,1,2,979,224,0,1203,1,0,1,0,3,1,3,5,7,1,3,1,1950,1,1,352,3,3,2,0,0,248,0,0,0,0,0,0,0,7,2009,9,5,110000
461,60,2,75,8004,2,0,2,3,3,3,3,21,5,1,3,4,8,5,2009,2009,2,2,14,14,5,110,3,2,3,4,3,1,6,544,1,0,288,832,4,4,1,2,832,1103,0,1935,1,0,2,1,3,1,2,8,7,0,0,3,2009,3,2,552,3,3,2,0,150,0,0,0,0,0,0,0,0,12,2009,6,1,263435
462,70,5,60,7200,2,0,3,3,3,3,3,18,2,1,3,4,7,9,1936,2007,2,2,15,15,1,0,3,3,3,4,4,1,5,350,4,210,0,560,4,4,1,2,575,560,0,1135,1,0,1,0,3,1,3,6,7,0,0,1,1971,2,2,576,3,3,2,256,0,0,0,0,0,0,3,0,0,4,2009,9,5,155000
463,20,5,60,8281,2,0,2,3,3,3,3,19,1,1,3,3,5,5,1965,1965,2,2,8,8,1,0,2,2,2,3,3,1,3,553,4,311,0,864,4,3,1,2,864,0,0,864,0,0,1,0,3,1,2,5,7,1,1,1,1965,1,1,360,3,3,2,0,0,236,0,0,0,0,2,0,0,12,2009,9,5,62383
464,70,5,74,11988,2,0,2,1,3,3,2,6,1,1,3,4,6,7,1934,1995,4,2,13,13,1,0,2,2,2,3,3,1,2,326,1,0,389,715,4,1,1,3,849,811,0,1660,0,0,1,1,3,1,2,6,7,1,4,1,1939,1,1,240,3,3,2,0,0,0,0,0,0,0,0,0,0,8,2008,9,5,188700
465,20,5,60,8430,2,0,3,1,3,3,2,5,1,1,3,3,5,5,1978,1978,2,2,6,6,3,136,2,2,2,4,3,1,3,616,1,0,424,1040,4,2,1,2,1040,0,0,1040,0,0,2,0,3,1,2,5,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,2009,9,5,124000
466,120,7,0,3072,2,0,3,3,3,3,3,0,1,1,4,3,7,5,2004,2004,4,2,14,14,3,18,3,2,3,4,3,1,1,0,1,0,1375,1375,4,4,1,2,1414,0,0,1414,0,0,2,0,2,1,3,6,7,1,3,5,2004,3,2,398,3,3,2,144,20,0,0,0,0,0,0,0,0,5,2006,9,5,178740
467,20,5,85,10628,2,0,3,3,3,3,3,12,1,1,3,3,7,5,1970,1970,3,6,10,10,1,0,2,3,2,3,4,4,6,778,1,0,499,1277,4,2,1,2,1277,0,0,1277,1,0,1,0,2,1,2,5,7,1,1,5,1970,1,2,526,3,3,2,0,0,0,0,176,0,0,2,0,0,4,2007,9,5,167000
468,70,5,79,9480,2,0,3,3,3,3,3,12,3,1,3,4,5,7,1942,1995,2,2,8,8,5,224,2,2,2,3,3,1,2,386,1,0,342,728,4,4,1,2,888,756,0,1644,0,0,1,1,3,1,3,7,7,2,4,5,1942,1,1,312,3,3,2,168,0,0,0,0,0,0,0,0,0,6,2007,9,5,146500
469,20,5,98,11428,2,0,2,3,3,3,3,15,1,1,3,3,8,5,2006,2006,2,2,14,14,5,248,3,2,3,4,3,1,1,0,1,0,1626,1626,4,4,1,2,1634,0,0,1634,0,0,2,0,3,1,3,7,7,1,4,5,2006,2,3,866,3,3,2,0,44,0,0,0,0,0,0,0,0,5,2007,9,5,250000
470,60,5,76,9291,2,0,2,3,3,2,3,20,8,1,3,4,6,5,1993,1993,2,2,6,6,3,120,3,2,3,4,3,1,6,426,1,0,406,832,4,4,1,2,832,878,0,1710,0,0,2,1,3,1,3,7,7,0,0,5,1993,2,2,506,3,3,2,144,70,0,0,0,0,0,0,0,0,6,2008,9,5,187000
471,120,5,0,6820,2,0,2,3,3,2,3,22,1,1,4,3,8,5,1985,1985,2,2,6,6,1,0,3,2,3,4,3,3,6,368,4,1120,0,1488,4,2,1,2,1502,0,0,1502,1,0,1,1,1,1,3,4,7,0,0,5,1985,2,2,528,3,3,2,0,54,0,0,140,0,0,0,0,0,6,2010,9,5,212000
472,60,5,92,11952,2,0,3,3,3,3,3,16,7,1,3,4,7,6,1977,1977,5,7,16,10,1,0,2,2,2,4,3,1,1,0,1,0,808,808,4,2,1,2,1161,808,0,1969,0,0,2,1,3,1,2,8,7,1,4,5,1977,2,2,534,3,3,2,0,0,0,0,276,0,0,0,0,0,11,2007,9,5,190000
473,180,7,35,3675,2,0,3,3,3,3,3,7,1,1,4,7,6,5,2005,2005,2,2,14,14,3,80,2,2,3,4,3,4,6,459,1,0,88,547,4,4,1,2,1072,0,0,1072,1,0,1,0,2,1,2,5,7,0,0,4,2005,2,2,525,3,3,2,0,28,0,0,0,0,0,0,0,0,6,2008,9,5,148000
474,20,5,110,14977,2,0,2,3,3,3,3,15,1,1,3,3,8,5,2006,2007,2,2,14,14,3,304,3,2,3,5,3,4,6,1350,1,0,626,1976,4,4,1,2,1976,0,0,1976,1,0,2,0,2,1,3,7,7,1,5,5,2006,2,3,908,3,3,2,250,63,0,0,0,0,0,0,0,0,7,2007,6,1,440000
475,120,5,41,5330,2,0,3,3,3,3,3,22,1,1,4,3,8,5,2000,2000,2,2,5,5,1,0,3,2,3,4,3,3,6,1196,1,0,298,1494,4,4,1,2,1652,0,0,1652,1,0,2,0,2,1,4,6,7,0,0,5,2000,2,2,499,3,3,2,96,48,0,0,0,0,0,0,0,0,8,2007,9,5,251000
476,20,5,80,8480,2,0,3,3,3,2,3,19,1,1,3,3,5,6,1963,1963,4,2,6,6,1,0,2,2,2,3,3,1,6,630,1,0,340,970,4,2,1,2,970,0,0,970,1,0,1,0,2,1,2,5,7,0,0,1,1996,1,2,624,3,3,2,0,24,0,0,192,0,0,0,0,0,7,2007,9,5,132500
477,20,5,75,13125,2,0,3,3,3,3,2,5,1,1,3,3,6,5,1997,1998,2,2,14,14,3,215,2,2,3,4,3,4,6,994,1,0,484,1478,4,4,1,2,1493,0,0,1493,1,0,2,0,3,1,3,7,7,1,3,5,1997,3,2,508,3,3,2,140,39,0,0,0,0,0,0,0,0,4,2008,9,5,208900
478,60,5,105,13693,2,0,3,3,3,3,3,15,1,1,3,4,9,5,2006,2006,4,2,14,14,3,772,4,2,3,4,3,3,1,0,1,0,2153,2153,4,4,1,2,2069,574,0,2643,0,0,2,1,3,1,4,9,7,1,4,3,2006,3,3,694,3,3,2,414,84,0,0,0,0,0,0,0,0,3,2007,9,5,380000
479,20,5,79,10637,2,0,3,3,3,3,3,5,1,1,3,3,8,5,2007,2008,4,2,14,14,5,336,3,2,3,5,3,4,6,1288,1,0,417,1705,4,4,1,2,1718,0,0,1718,1,0,2,0,3,1,3,7,7,1,4,5,2007,2,3,826,3,3,2,208,44,0,0,0,0,0,0,0,0,9,2009,9,5,297000
480,30,7,50,5925,2,0,3,2,3,3,3,17,1,1,3,3,4,7,1937,2000,4,2,13,13,4,435,2,2,1,2,3,1,3,168,1,0,739,907,4,2,1,2,1131,0,0,1131,0,0,1,0,2,1,2,7,7,0,0,1,1995,1,2,672,3,3,2,0,72,0,0,0,0,0,3,0,0,3,2007,9,3,89471
481,20,5,98,16033,2,0,2,3,3,4,3,15,1,1,3,3,9,5,2004,2005,4,2,14,14,3,378,3,2,3,5,3,4,6,1261,1,0,572,1833,4,4,1,2,1850,0,0,1850,1,0,2,0,3,1,3,8,7,1,4,5,2004,3,3,772,3,3,2,519,112,0,0,0,0,0,0,0,0,3,2006,9,5,326000
482,20,5,72,11846,2,0,2,1,3,3,3,15,1,1,3,3,9,5,2003,2004,4,2,14,14,3,562,3,2,3,5,3,4,6,1567,1,0,225,1792,4,4,1,2,1792,0,0,1792,1,0,2,0,2,1,4,6,7,1,4,5,2003,3,3,874,3,3,2,206,49,0,0,0,0,0,0,0,0,8,2006,9,5,374000
